Time,AAPL,ABBV,ABT,ADBE,AMD,AMGN,AMZN,AVGO,BAC,CAN,CAT,CMCSA,COP,COST,CRM,CSCO,CVX,DHR,DIS,FB,GOOGL,HD,INTC,INTU,JNJ,JPM,KO,LIN,LLY,MA,MCD,META,MRK,MSFT,NFLX,NVDA,ORCL,PEP,PFE,PG,PM,TMO,TSLA,TXN,UNH,V,VZ,WFC,WMT,XOM
11/30/10,0.033789621,0,-0.093725643,-0.012433393,-0.006134969,-0.078685085,0.061550566,0.057941653,-0.043584593,0,0.076335878,-0.028629609,0.013176173,0.077106898,0.199448609,-0.161854768,-0.01117653,-0.0025369,0.010657439,0,0,-0.014684466,0.063352133,-0.064401834,-0.026005832,-0.006112145,0.037320172,0,-0.030358674,-0.012621845,0.014662618,0,-0.050674745,-0.046912621,0.186264908,0.132149245,-0.079475834,-0.010260337,-0.054331626,-0.039326726,-0.027687575,-0.010890704,0.617673993,0.075414271,0.013037448,-0.053271798,-0.014470443,0.046101966,-0.001476832,0.052689642
12/31/10,0.036670416,0,0.030101054,0.107194245,0.122085048,0.041943443,0.02622577,0.091050402,0.219343906,0,0.107092199,0.096580983,0.131793252,0.068037273,-0.051860365,0.055845511,0.126960603,0.091098364,0.038575273,0,0,0.160542867,-0.006026232,0.098240143,0.004874086,0.134224599,0.041158778,0,0.040998217,-0.054507868,-0.019667944,0,0.056552609,0.105018311,-0.146673142,0.131604086,0.157330375,0.018223826,0.074233129,0.053381366,0.040086961,0.088478175,-0.246249646,0.022012579,-0.007958701,-0.046987136,0.117775695,0.138919515,0.002577023,0.051178838
1/31/11,0.051959325,0,-0.048682512,0.073749188,-0.042787286,0.003278689,-0.057555556,0.010470744,0.029235382,0,0.040503592,0.039877345,0.049339207,-0.005123944,-0.021666667,0.045477014,0.040328767,-0.023531906,0.036256998,0,0,0.048773531,0.020446981,-0.048073022,-0.033629749,0.060605449,-0.044397142,0,-0.007705479,0.056014895,-0.040255341,0,-0.07963374,-0.006628449,0.218440524,0.553246753,0.024960262,-0.015613041,0.040548258,-0.011418735,-0.022039979,0.034501445,-0.095005633,0.04730145,0.136804209,-0.007530548,0.008923757,0.046143917,0.039681068,0.103391685
2/28/11,0.040934811,0,0.06510186,0.04387292,0.176245211,-0.068082789,0.021516152,0.183908046,0.040786599,0,0.061024637,0.132307692,0.099223868,0.043921624,0.024237262,-0.122458629,0.101027075,0.098567086,0.125289426,0,0,0.019037259,0.008870454,0.120392073,0.037247746,0.03894081,0.017024662,0,0.008069249,0.017124012,0.03570193,0,-0.018088634,-0.035608844,-0.034613229,-0.052675585,0.027162036,-0.013839216,0.067121492,-0.001267226,0.096785465,-0.025318666,-0.008713693,0.050132704,0.03727162,0.047953174,0.03649635,-0.003414649,-0.072944534,0.065735267
3/31/11,-0.013313609,0,0.01975052,-0.03884058,-0.066232356,0.041301383,0.039471406,-0.082548756,-0.066505356,0,0.081803167,-0.040372671,0.025555413,-0.019655034,0.009903984,-0.072790825,0.036048193,0.026090259,-0.01486054,0,0,-0.00426648,-0.060083838,0.010079878,-0.035644531,-0.012636539,0.04538635,0,0.017650463,0.046391753,0.005417548,0,0.025276354,-0.044770504,0.15052983,-0.185348632,0.01618541,0.023355577,0.055613306,-0.022997621,0.055959519,-0.004836976,0.16157388,-0.029486099,0.064493758,0.007802875,0.043878657,-0.014867412,0.008285945,-0.016368526
4/29/11,0.004655567,0,0.071052556,0.011761158,0.058139535,0.063610851,0.087048243,0.075884244,-0.078769692,0,0.04067331,0.064997209,-0.012146256,0.103246045,0.037580476,0.021574344,0.018141222,0.064354528,0.000232072,0,0,0.002428494,0.147175421,0.046130672,0.109198312,-0.004855323,0.016882725,0,0.052317316,0.096638653,0.029175976,0,0.08906392,0.02087436,-0.021490453,0.083423619,0.077510287,0.069554417,0.032496307,0.062211307,0.05805272,0.079927993,-0.005405405,0.031826587,0.089159292,0.061124694,-0.00709397,-0.081993062,0.056292027,0.04576251
5/31/11,-0.006568989,0,0.004035357,0.03219076,-0.046153846,0.064907652,0.004494152,0.009862522,-0.043159609,0,-0.083268348,-0.037008775,-0.063446308,0.022651642,0.098556999,-0.04109589,-0.033945937,-0.012853005,-0.034106729,0,0,-0.023418573,-0.020148317,-0.028617711,0.032798048,-0.052377822,-0.009635339,0,0.053027833,0.040450904,0.049028248,0,0.022253129,-0.028811829,0.163880174,0.002,-0.048387097,0.032370446,0.032815993,0.032357473,0.033266129,0.091015169,0.092028986,-0.006473403,-0.005687589,0.03957973,-0.022498677,-0.021357249,0.011010018,-0.045764769
6/30/11,-0.034959607,0,0.00708134,-0.091827895,-0.194700461,-0.03617443,0.039656312,0.127608968,-0.06640418,0,0.006238185,0.003961965,0.026905217,-0.015033948,-0.021542099,-0.070833333,-0.019731198,-0.027873523,-0.062214749,0,0,0.005528543,-0.015548645,-0.039095794,-0.011443008,-0.053191489,0.014453852,0,-0.02468815,0.049782268,0.034093696,0,-0.029399462,0.039584166,-0.029948301,-0.204840319,-0.038281707,-0.002446207,-0.03962704,-0.05119403,-0.060655585,-0.016195569,-0.033510285,-0.069971671,0.057233532,0.039476931,0.008123477,-0.010927036,-0.037667512,-0.025038936
7/29/11,0.16328537,0,-0.01583408,-0.118918919,0.050071531,-0.062553556,0.088170571,-0.115,-0.114051095,0,-0.068086109,-0.047946988,-0.034223392,-0.03680453,-0.028661565,0.026979417,0.011474135,-0.073221363,-0.010758197,0,0,-0.035615682,0.00767148,-0.09949865,-0.026007216,-0.006028191,0.010699955,0,0.02051692,0.00682078,0.025616698,0,-0.032870502,0.053846154,0.012562336,-0.132099153,-0.06911683,-0.090728383,-0.065582524,-0.024809835,0.065897858,-0.066780556,-0.032955716,-0.089905481,-0.037805351,0.015191075,-0.039799055,-0.00427655,-0.008091833,-0.01953797
8/31/11,-0.014469371,0,0.023187841,-0.089137495,-0.069482289,0.018420154,-0.0327611,-0.015462385,-0.157569516,0,-0.078854135,-0.104496253,-0.054452007,0.006831258,-0.110289545,-0.018785222,-0.042210509,-0.06719609,-0.118073537,0,0,-0.0372578,-0.089842188,0.056316916,0.024594514,-0.07144623,0.035877077,0,-0.007031931,0.08725474,0.052468938,0,-0.030325227,-0.023069725,-0.116470544,-0.037599422,-0.082079791,0.014131793,-0.003037145,0.035615547,-0.025994099,-0.085871193,-0.121760738,-0.118991597,-0.042514608,0.029190405,0.024794559,-0.061749274,0.016714856,-0.065905712
9/30/11,-0.009120911,0,-0.026090269,-0.042393027,-0.256222548,-0.008031766,0.004646192,-0.007305534,-0.250917993,0,-0.188571429,-0.027429103,-0.069781108,0.045709193,-0.11238835,-0.010848756,-0.063233509,-0.083944104,-0.114503817,0,0,-0.01527861,0.059860904,-0.0383134,-0.032066869,-0.198083067,-0.034499286,0,-0.014396161,-0.038063753,-0.028647274,0,-0.000105956,-0.064285714,-0.51802051,-0.060105184,0.023868899,-0.039267422,-0.068493151,-0.007851759,-0.089256433,-0.078099399,-0.01414713,0.016787486,-0.026012503,-0.024578971,0.017558413,-0.075862069,-0.024252679,-0.018778708
10/31/11,0.06152313,0,0.063045087,0.216797683,0.147637795,0.042030568,-0.012579198,0.030515716,0.116013072,0,0.286236251,0.127130684,0.110797459,0.013636917,0.165295765,0.200087788,0.134571768,0.152837387,0.156498674,0,0,0.089139033,0.150222639,0.134916042,0.010990736,0.16358492,0.01124926,0,0.005139302,0.095365852,0.057276247,0,0.055045872,0.069907593,-0.27535976,0.183053557,0.142509993,0.016962843,0.089366516,0.021032571,0.120070535,-0.007306477,0.204182042,0.159256158,0.040546401,0.087960803,0.01893787,0.074212272,0.092870906,0.075175547
11/30/11,-0.055783389,0,0.012622981,-0.06766406,-0.024013722,0.016178299,-0.099386446,-0.114006515,-0.20204978,0,0.036205801,-0.03326226,0.023977028,0.027517682,-0.110760682,0.005936319,-0.013382313,0.000620476,0.027809633,0,0,0.103685344,0.023885948,-0.008011925,0.014475783,-0.109033372,-0.00896685,0,0.031974168,0.078648773,0.036461272,0,0.036231884,-0.032244692,-0.213815789,0.056081081,-0.043332316,0.024861001,0.052435119,0.009063916,0.091169314,-0.060075592,0.114742935,-0.020501139,0.016253386,0.04223042,0.020281233,0.002798566,0.038434415,0.036163491
