Row Labels,AAPL,ABT,ADBE,AMD,AMGN,AMZN,AVGO,BAC,CAT,CMCSA,COP,COST,CRM,CSCO,CVX,DHR,DIS,HD,INTC,INTU,JNJ,JPM,KO,LLY,MA,MCD,MRK,MSFT,NFLX,NVDA,ORCL,PEP,PFE,PG,PM,TMO,TXN,UNH,V,VZ,WFC,WMT,XOM,Grand Total
8/31/15,643038932.7,67502072.89,39183251.85,1410312.18,115087185,239883781.9,34687225.17,170563782.8,46065266.52,119125839.1,60624509.85,61335177.6,45469364.16,131588542.2,152299913.2,59477125.76,171958973,149546635.4,135679160,23779075.25,260240581.9,237046094.7,171042157.3,91288351.35,102427615.1,89490786.2,151675794.8,348072133.1,49003355.15,12116720,160825095.9,136513519.5,198711952.6,191738027.8,123625042.8,49958440.56,49102306.24,110327239.1,139133893.1,187062442.9,273762035.5,208466136.8,313709342.8,6649170398
9/30/15,629010236.6,59945537.02,41011253.78,1358800,104417768,240076410,34502634.99,162630583.6,39388092.88,119474051,59156693.64,63314720.64,45515253.08,132858941.3,148332104.6,58240012.48,172499087.6,148301055.5,142562200,24610996.25,258496045.1,225471145,174522160.5,92773796.29,99932626.08,92796539.3,139113602.7,353460360,44132084.88,13286350,154038363.4,137381049.3,193716400.7,195183723.2,122896925.4,48727112.64,50492077.6,110622843.6,135933618.4,176898215.4,263597984.7,207873279.3,309998533.2,6540117026
10/30/15,666252054.5,66771756.8,44223519.34,1675200.68,119319603,293398135.8,34015770.67,174721414.4,42497259.66,131530680,65805037.65,69162794.84,50943256.76,146615700,170897840.6,63943943.35,191976968.9,158766494.9,159785340,25755035.92,279544352.3,237600804.8,184179514.8,90385840.89,108912163.7,105718172.5,153957269.1,420483740.3,46320311.44,15263060,165638151.5,148875603.7,208579709.4,207797365.7,136957766.4,52194036.44,57537448.64,112310650.1,151388603.5,190748766.2,276574190,183508120.1,344980210.3,7128355620
11/30/15,659561657.3,67008062.4,45529611.14,1864846.04,121522240.8,311632977.6,36068120.5,181489526.4,42299300.1,127833873.9,66732400.1,70988803.34,52914160,138323152.8,171867618.8,66054621.15,187586107.7,169743908.3,164079630,26453200.8,280125410.6,245457748.4,185353740.7,90906637.08,107734913.3,104825136.8,148085714.4,434143071.6,52709762.04,17065360,166192553.2,145918196.2,202305693.3,203607683.3,135392977.4,55235163.2,58957625.44,107424802.7,153788382.4,184930277.9,281440496.3,188637627.3,339945598.7,7183863709
12/31/15,583612701.6,66993145.2,46764177.46,2273040,122396820,318344190,40132523.5,175242038.4,39568622.64,137291594.2,57645434.98,71023985.5,52057600,137840925.2,169308048.5,63649270.8,173715944.2,167677262.3,162776250,25476386,284220487.7,243065013.9,186832395.6,93366568.02,107118782.2,108479692.2,147554941.3,439679000,48947777.2,17732480,153470566.6,145568551.9,199280676.8,216040701.9,136198611.4,56612051.3,55427599.08,112123625.1,150111286.1,188063310.1,277660714.7,196276040.9,324501095.1,7098327020
1/29/16,539709709.2,56461602,44369716.17,1742400,115158420,276384254,37186221.81,146776947.1,36238244.16,135539867.3,48249809.36,66459100.24,45191840,120187080,162739739.4,59511220,157301657.3,159448714.6,146569500,24528973.71,288979631.4,219027235,186658436.2,87648890.7,97953833.02,113658509.4,141548823.8,435723502.3,39314959.04,15773045.77,152546298.2,144665304.3,188230106.5,220935996.5,139452133,52704881.88,53526415.24,109759917.3,142956068.2,203527810,255776183,212477619.5,324084801.2,6801953897
2/29/16,536105730.3,57789232.8,42678372.1,1698077.16,107007507.5,260181115.5,52308318.56,129276900.1,39423199.4,140454434.4,41820747.49,65901577.68,44986000,131740927.8,157130536.6,61342326.85,155847566.4,157369389.7,139783160,24819181.44,290312160.4,206635919.5,186731248.7,79638696,94697775.44,105659441.5,139345754.4,402425336.6,39987046.21,16887767.68,154520871.6,141390299.7,183167834,217149604.1,141037057.4,51193087.78,53298779.16,113225273.4,138925893.1,206665953.9,238199327,212413581.6,332843473.6,6662575216
3/31/16,597095829.5,61625712.86,46919698,2260050,112642409,280198080,60324216,139603126,44570925.88,147676231.1,49868998.82,69183135.3,49532547,143264484.9,179653082.4,65183523.3,162031216.7,167181251.9,152607922.4,26711952.21,298452820.8,217353093.3,200810712.5,79534468.92,102956049,113314093.4,146838953.7,434660100,43783984.47,19311460,169770977.2,149752691.8,183527293.6,222612827.5,152192647,56106736.58,57797364.24,122541878.6,146775138.9,220646400,244568416.6,215355504.2,347128957.6,7114746528
4/29/16,513453819.5,57164289.1,47129786.2,2816996,118917651.1,311213030.5,57544140.5,150152329.6,45380086.24,146902550.8,59181511.14,65034254.55,51425297.2,138384660,192578850.4,66631241.25,168475918.2,167562397.8,142982160,25814825.19,309155195.5,231100848.8,193813715.2,83372808.61,104619815.3,111017110.8,151890951.2,392001489.3,38559758.97,18973020,165413618.9,148717174.3,202536362.1,213267582.2,152210023.7,56758480.25,57281108.08,125123521.1,147126056.8,207646110.7,252761155.1,209889683.6,366881304.4,7079508869
5/31/16,546975660.5,58222493.76,49755888.7,3626386.4,118654725.2,341032560.1,61052312.84,151921637.6,42338008.92,153043638.3,54228966.73,65171078.82,56713525,146113133.6,190354902,67740040.2,160978596,164358204.8,149167980,27291200.86,309970072.4,238670132.9,192948475.4,82820890.11,103410408.5,107151347.5,155729086.5,416604751,43930628.43,24948480,166824573,146131667.9,210450260.3,215716486.1,153078731.5,59723316.24,60856156.2,127093970.7,150364201.5,207483059.2,257507874.6,222162282.2,369131311.2,7260756734
6/30/16,515586574,57752365.12,47731294.89,4086300,113945135,339203880,61463652.6,136308325.3,44264852.52,156611217.4,53993673.2,68946056.4,53800275,144302437.3,197573310.7,69558195,158707178.6,158847253.8,154881600,28557762.31,333653117.2,227224790.3,196106600.7,86927163.75,94956418.9,105641431.7,159465920.3,399535360,39219763,25103340,168743338.9,153021537,213543333.3,225379008.8,157794574.1,58145333.12,62859752.2,134253524.8,141278348.5,227603840,240296681.8,227577563.9,388703315.1,7240569013
7/29/16,561529645,65744552,48762757.26,5457527.88,128740542.8,359732091.9,64215513.18,148041156.7,48322901.92,161560122.3,50550957.34,73415432.7,55419500,153521143,193144261,56237414.72,155673214,171971527.7,164922660,28619104.47,344463148.1,233916476.2,188308345.3,91497546.27,102616433.2,103279993.7,162372346.5,441679750.2,39121156.25,30548500,169196839.2,156753089.4,223732279.6,227827912.7,155536045,62505446.08,69973897.5,136155132.8,147236173.7,225867893.8,242176545,227421731.6,368841048.5,7514007837
8/31/16,571713802.3,61769189.9,50980152.21,5887129.2,127266271.7,364638757.8,70096958.6,164705455.9,47877730.45,156779384.1,50840630.25,70918265.16,53807050,158097109,189746181.6,56216698.58,151806760.5,165715184.9,169795590,28747190.1,326499561.2,243808785,187445139.5,85823793.25,104114090.1,98699848.92,173627410.3,447757911.9,41779251.25,32816900,169938930.6,153630116.5,211084689.6,233064091.7,155024107.1,60002885.97,69763223.4,129572795.6,152612510.6,213312883.7,256313787.6,220982351.5,361339081,7508303463
9/30/16,609163481.2,62166088.55,53969018.58,6398660,124240088,397722250,68547371.6,159705104.4,51862185.87,158113959.9,53837812.35,66809445.66,48326075,159055308.9,194160638.4,54131273.82,149235398.9,158993662.3,178897250,28375759.38,323189150,240521881.4,182654347.3,88594439.18,109652188.3,98443840.32,172576631.3,448112851.2,42292239.75,36658200,161269735.6,155996084.9,205443633.2,239577393.5,150820010.9,62711472.78,70258741.96,133334740,156008091.8,211886178,223416821.2,223085767,361919612,7552410933
10/31/16,605430818,57682603.8,53456874.77,6701262.87,105012029.5,375296399.9,67819288.68,167043442.5,48759919.26,147341046.2,53813042.25,64637969.49,51040705.04,154136320,197612970,54333192.1,148962191.7,150752383.7,165248930,27953574.32,317334373.2,250165873.3,182869461.6,81515520.32,114457354.9,96062960.34,162373013.8,465899031.9,53587336.15,38355240,157738880.9,153744417.6,192341824.9,232276192.4,149612194,57968488.89,70813583.1,134601420,154376210,196086095.4,231154240,216589925.2,345528040,7425390190
11/30/16,589327232.8,56050841.7,51119907.87,8258402.79,107176842.5,356646095.2,68022100.2,213418592.6,55909575.88,165669299.9,60117590.04,65949777.73,48894768,149689213.4,210599509.6,54070345.34,157745614.3,157630033.4,164443300,29178131.92,302795211.6,286869424.9,174027895.7,74096989.76,109302389,99047055.88,168709274.2,468542651.3,50209965,49695800,165005872.6,143561718.3,195036929.7,220662382.8,136953178,55346952.75,73891999.98,150691509.1,144401362.9,203424036.6,265780274.8,217858160.9,362006298.9,7521972189
12/30/16,608960249.1,56551427.1,50883449.3,10602900,107932222,357687990,70236024.1,223321538.7,54259670.02,163396950.9,62124813.78,70326716.4,46490775.24,151697117,222190411.3,53842083.68,165862065.4,163331026.9,171557100,29416834.09,313432491.7,308768400.6,178815280.1,81195375.4,110425358.8,101081643.7,162312714.1,480342200,53240685.2,57532860,157735472.9,150058567.3,197100170.4,224997491.4,141933011.5,55738027.5,72676952.48,152328632.6,144724057.2,217610722.9,276779118.3,212418892.8,374280510.2,7708666682
1/31/17,636667629,71890806.47,56038518.52,9695950,115661176,392940775.1,79858254,227591452.6,55968083.18,178470644.9,60414956.52,72013398,53716335.4,153815040,210203078.2,58047631.84,175250900.2,167594590.4,174158600,30330985.3,308100249,302828482.3,179289705.6,85037114.44,113719403.4,101787521.1,170914984.6,499584814.5,60563272.52,63870300,164545378.8,148839511.7,192548904.2,234416986.8,149131275.5,60197859.75,75236631.36,154289373.6,153423824.3,199795832.3,282551280,205104700.6,347866075.8,7924630317
2/28/17,718723514.6,77898149.84,58657824.48,13612629.54,130006048.1,403603779.6,84659286.66,247420011,56689736.76,177098157.9,58788528.24,77771566.38,56676545,171168518.1,212974087.5,59310104,174079592.3,176523710.5,171153600,32085670.4,331598136.9,324262283.7,180153665.5,91368579.12,116932956,106006176.6,180850761.8,494407369.4,61174457.56,59771720,174719214.3,157535881.3,203077872.6,232818360.4,169644059.1,61556852.88,76592416.8,157303667.7,163394366.7,202328209.2,290326080,217981366.7,337194518.5,8259147312
3/31/17,747867382.9,76740391.18,64375050.74,13706100,120771927,423766120,87882223.52,236181735.4,54402441.36,177932716.1,61630941.84,73606016.29,58361675,169265532.8,203262469.1,59296238.4,179297710.7,176624449.9,169853630,29668502.15,337641598.6,313761229.9,182153116.6,92803104.94,119060742,106149682.7,174453581.3,508636780,63705075.33,61710914.67,183556053.2,159763262,203724860.5,229699458.5,175349393.1,59964057.6,80377128.8,158245704.5,165122326.3,198740685,278487462.9,218619288.7,340055613.1,8333958470
4/28/17,748968116,75409832.72,66160910.52,12528600,120105364.7,442122095.3,89649743.24,232797594.6,60247194.82,185506335.3,59267113.41,77920806.32,61260428.56,170281860,202149765.4,57841019.6,182792268.8,187502480.9,170230350,32080930.57,334713835.2,309533646,184360920.9,90541229.24,123136352,114288247.3,170879564.9,528546456.9,65598808.8,62058500,184996192.6,161820593.3,201997873.9,223356430.6,172150370.1,64679575.95,78888934.32,168603556.8,168414925,187283830.8,269022328,227912380.1,346174117.8,8460857135
5/31/17,796466198.4,79232519.52,70177858.28,10574729.04,114163340.8,475403494.5,97370891.64,223022056.6,62107758.7,197340115.3,55286177.76,158270670,63764338.32,157651702.6,196048758.4,58958552.8,168913039.3,183529648.1,170041990,36034358.88,345484082.3,291862848.6,194273257.7,87796662.73,129505935.4,122985912.3,178086593.2,539200767.6,70283822.28,85888250,186765506.8,166948911.9,194850106.6,225300217.3,186066531.4,67598903.8,82186766.76,168814309.2,175818387.5,190261770.2,255562842.5,238280301.6,341099913,8712325281
6/30/17,744552003.6,84351571.92,69787344.64,11818560,125848461,464640000,94756498.65,241433069.7,63303611.4,183076877.8,54383091.84,70199834.13,61601870.8,156501690.2,197659131.8,58576786.8,166268393.8,183398137,158544260,34028179.77,356367167.6,324726285.6,191624271.2,90808914.7,127998826.9,124836121.2,175296724.9,531312440,64507767.5,86013200,207413235.5,164977580.5,200459880,222896060.1,182416645.4,68256153.4,76292788.81,178682208,173141325,182184619.5,276901390.4,228137284.3,342074484.2,8612552953
7/31/17,768224360.4,85447446.74,72279044.94,12885662.19,127335584.3,474509756.4,100527023,237595989.6,67341373.35,190273887.6,55212976.13,69576537.91,64589490.4,156703587.7,206915377.6,56610288.1,172027148.5,178855028,166673530,35080206.28,356220480,323040895.2,195521535.4,91007750.74,134085076.2,126449959.8,174722340.2,559953138.8,78431705,97506000,206544532.3,166228721.1,197893707,231890433.5,181272571.5,68477763.6,80569373.82,184840008.2,182132077.2,197443347.2,267755193.3,241129775,339137964.2,8829146625
8/31/17,847097392,88505346.42,76556874.96,12308127,129714324.8,471060628,102839266.5,252039500,69433417.77,191026516.1,53131993.34,68799612.34,67925665.62,160490383.5,203940222.9,57951039.8,156200277.2,176669453.7,164793930,36066072.3,355281080,319838638,194284597.2,89499395.81,139855560.7,129575220.1,174168826.4,575896783.9,75431042.5,101664000,208199205.1,164974272.3,201734078.1,235289791.8,181614272.8,74894737.98,81995029.98,192308454,189376382.4,195689201.8,253508671.2,233210860.1,323418301,8950019556
9/29/17,790050098.1,92709958.48,73537236.74,12303750,135474570,463370700,98951226.66,267337000,73700242.83,179483303,60908297.45,72056443.97,67140954,166534280.3,222662852.5,59590508.2,152140922.2,192807472.1,178214400,36242004.36,348946840,336096251.6,191981333,94178599.06,148144074.8,126910330,174632476.6,574722604.2,78475766.85,107262000,201788048.1,158844579.3,212320359.3,232000273.7,172419399.9,75719164.4,88417041.48,189359531,192522898.8,201889901.9,273761566.8,233419964.3,347357949.9,9053298655
10/31/17,867904100.5,94221533.89,86343895.88,10598317.02,127194125.4,532603484.2,107669737.9,285694517.5,80254133.4,168055701.8,61150643.4,70390349.2,73551758,169076650,219611897.7,64183473.35,150967876.6,195424448,212893200,38610830.34,374176440,354042968,195905468.7,90223724.3,155256818.3,135196599.3,150249931.9,641699596.2,85001350.33,125326860,212430437.4,156762822.9,208514055.9,219040953.7,162527161.9,77572122.81,95293893.09,203253309.2,199943640,195282840.7,278675872.3,260812606.6,353153950,9483871290
11/30/17,882331517.2,98117678.37,89454366.21,10506661.11,127513526.3,567042876,113778074.3,293830396.4,83974934.1,175098835.6,60827854.08,80998889.55,75350336,184397100.6,226006512.3,65637287.8,158310903.8,209984625.2,209851200,40193293,374312831.6,362655761.5,195010728.6,93196680.8,157030943.4,137092076.4,150579633,649337040.3,81171680.98,121630260,204751223.2,165708102.4,216135235.8,228300850.4,159591608.3,77295796.2,95885229.69,221112017.4,204177799.2,207602752.5,278073018.7,290445650.5,352908558.7,9715452097
12/29/17,860882486.9,99336099.07,86088752.88,9940760,125590580,563534847.8,105165097.8,307911725.3,93749699.72,185634313.2,65621873.24,81726408.72,73840729,189340722.6,237782631.1,64566056.1,162047887.8,221323468,216351920,40336457,375360574.4,371052498.4,195479402,92998483.7,157959750.1,137211654.3,153304070,659085700,83194120.28,117261000,195720382.6,170286400,215896807.5,233095701,164095897,76140930.6,102681126,213640510.8,206473459.1,215924812.1,298754914.9,292535123.8,354391545.8,9817645990
1/31/18,849541996.6,108195758.2,98134497.12,13286580,134365310,702386005.2,101534056.9,329193664,96843356.52,197129271.9,70308295.96,85568586.22,82277193,206993820,238086530.9,70551648,163707551.6,234600774.1,225632180,43001036.9,371250198.8,401343206.4,202765142.5,89684187.75,176368907,136430412,161422892.3,731557332.9,117296144.4,149007647,213562067.2,170826000,220784587.3,219040953.7,166549957.7,89866989.45,107823047.5,229455684.3,224962268.2,220551530,321729980,315789814.6,369899353.8,10498922515
2/28/18,903783195.6,105356330.2,103170730.3,11735922.1,132417678.7,732945369.6,101168626,328822416.9,92410908.38,167835667.4,63791331.18,83782764.7,83967375,215728411.3,213795515.8,68208296.82,155119113,212845610.2,230085720,42734681.46,348455311.8,396391149,184372500.5,84382957.96,182306357,125324114.5,146187476,722009589.6,126443768.2,146410000,209753633.3,155806504.8,216148528.2,197949234.1,160836966.5,83804106.72,106519535.1,218846664.1,221614717.5,194754661.6,285683310,266643913.8,320945371.9,10149933848
3/29/18,829383854,104640333.3,106412917.6,9738450,113607872,701959900,96793708.8,306618449.8,88078119.88,157444152.2,69640729.62,82686852.6,85176142.9,206623304.1,217845252.1,68384554.13,151029117,206271804.8,242692800,44396841.85,343780316,375042897.7,185207191.6,84542199,181684009.4,124243597.2,146861523.8,701866300,128375945,140111950,186765819.8,154883850,211115317.1,199865197.1,154391062,82952324.64,101990683,207079882,215630002.5,197399238.5,255556034.1,263563037.6,316157039.8,9738033876
4/30/18,812275705.9,101514395.4,109131352,10546462.72,115454462.9,759928561.5,94234723.84,303369471.7,86320062,144149032.4,76639323,86517751.2,88730799.27,209668860,239080205.6,70080843.36,150863712.8,213022101.6,240549200,47414896.52,339327133.6,370985487.6,184269001.8,87995810.1,184909844.4,131622574.7,158520132.1,718532677,135824174.8,136514300,186439234.7,143117678.1,217777733.5,181906091.7,127466868,84628222.35,99291652.74,227198602.8,226628488.3,203914200,253246908.7,261176292.3,329193500,9869840880
5/31/18,918491838.1,107873657.6,122762921.6,13309093.12,118855631.7,790735623.7,109902520,294446840.2,90827748.55,143184671.3,78850747.74,86936566.08,96021963.81,200860090.2,237531955.1,69354327.44,147887122,215193633.2,257232000,51728140.8,320838783,364345186.8,182976309,92304967.2,195860673.4,125636171.8,160153797.1,759407290.3,152838058.8,153079330,190725663.4,142139362.3,210175086,183993208.8,123642862,83791811.21,109550713.4,232086521.3,233487358.1,196967530,263086467.3,243697616.7,343956674.2,10210606047
6/29/18,896472365.9,106926936.1,119384736,14615250,119798910,827802600,104742835.2,285828389.3,81117771.35,150023364.1,81459994.92,91646507.16,101271134.8,202365012.5,241602293.5,68935183.64,155826372.3,225056434.4,229212810,52422211.34,325452081,354777763.4,186635835.2,92619741.9,202453921.4,123029384.1,163301452.8,757028970,170451324.9,143798300,175409689.3,154051050,212222435.9,196289597.9,125508230.8,83337186.22,107423851.5,235767078.5,236577421.8,207875738.1,270152134.6,252739788.6,350265086.8,10295585384
7/31/18,919086618.5,114903941.5,119810742.8,17869403.76,127221311.6,866930363,95733673.6,308437160,85978739,163603656.4,83868396.15,95913520.82,101827977.6,195106522,241296540.4,71780867.9,168835443.6,227848010.9,221789100,52819731.84,355438518,391379116.2,198313752.9,106120754.3,202960890,123696784.6,177210324.5,813444459.4,146945302.1,148874880,189821470.4,162647030,233573370,203380767.1,134153954.1,94356813.19,108224747.4,243339608.8,242940214.9,213373175,277803105.7,263303810.1,345113340,10637337331
8/31/18,1099436055,117258682,128858234.6,24537528.24,129331418.3,981681188.1,90557296.41,308936572.5,82522026.25,169136368.1,85332635.85,102155001.6,113358334.8,218372625.2,226986773.6,72452632.7,166600960.9,229708586.3,223310730,56770743.84,361340405.6,385090088.7,189552733.5,113466832.2,220960855.8,125858034,182416819.8,861370815.6,160109197.4,170653440,193404509.9,158418207.2,243394807.2,206475739.1,121080550.2,96308523.6,109274718,258385501.6,260973293.6,224653360.3,281647691.8,282867905.8,339424547.7,11163240772
9/28/18,1073390540,128696841.8,131771773.3,30859110,132769245,969452000,102009778.3,294253845,90628619.25,160763524.6,89946153,103004745,120338001,222395399.1,234306455.2,76035378.3,173918196.4,237008186.7,215831560,58822012.8,370676396.5,379242150.6,196442467.2,115249652.3,228187493.6,129783582,188666703.5,878361600,163152481.1,170860160,195307217.6,157813302.4,258343187.7,207172703.6,126754500.8,98314447.68,103520151.3,256056316.9,266658599.2,220604063,253136160.7,275037503.9,359958526.2,11189459467
10/31/18,1038577806,121081597,119963811.8,18199201.47,122849451,781377351.7,92401270.03,269890417.5,71591781.24,173157888.4,80471815.8,100187495,103849508,206652750,213937812.6,69669758.2,170780113.7,201230991.4,213960320,54769270,375450100.2,366403573.7,203801890.3,116463258.7,201807430.8,137239020,195767635.3,819896951.4,131601731.3,128606300,185003966.4,158632011.8,252422456.6,220938061.4,136906928.7,94113285.4,89167206.69,251542318.6,244912305.3,235896736.4,250798468,293693545.8,337349980.8,10611909395
11/30/18,847433174.8,130056458.7,122349770.1,21287369.1,132700856.8,826440734.7,96690208.11,278723194.8,80059816.69,177107740.6,76189195.56,101889478.9,109211400,215221700.9,227267459.6,76776914.62,171926613.8,203676489,225050840,55672465.77,393982568.2,369752449.1,214528305.6,125677962.1,205278596.2,145324244.1,206313831.8,851215924.9,124777001.1,99692300,184700929.6,172126601.9,267231359.3,235462970.1,134512961.7,100462840.8,95910218.55,270677886.2,249380974.6,249160504.5,255509204.3,283698639,336587656.5,10706898449
12/31/18,746079125.2,127035565.9,110328877.1,18552300,122564232,734416768.9,103560869.9,241821814.1,74984896.49,153787437.9,71779938.7,89732217.9,104782050,194810033.5,207873103.5,72277117.36,163232775.2,194075501,214188520,51084346.65,346109260.9,324626621.8,201545937.9,122584741.8,192598633.2,136890488.7,198694730.2,780362310,116860088.3,81435000,162039692.9,155666320,252317733.8,229010223.4,103780022.2,90092483.04,90771313.5,239661910.1,231850509.5,232301883.3,216909803.5,270624969,288703299.3,9772142897
1/31/19,784811203.2,128177182.3,120852644.7,24532050,117804456,844245332.2,109250445.8,275284572.4,78578648.12,165169063.3,77054843.81,94542368.7,116257050,209210960,219070239.1,77810380,166240522.1,207302273.8,211898640,55913134.86,356917632.2,344180038.5,204866018.8,126970334.9,215141470,137823289.8,193545985.7,801209203.6,148225360.5,87687500,180271401.4,158752030,245381163.8,241327422.6,119263081.3,98900845.92,96707469.24,259941586.8,236291396.8,227507920,224071383,278411065.8,310253377,10375937325
2/28/19,816450732,136337201.4,128392687.5,23654685.47,118282602.2,806402800.8,109042560,280876740.8,79045075.62,174653751.1,76969311.4,96243193.86,125192250,227892989.6,227209533.5,90640201.8,168219276.7,209120813.9,238161120,64024710.49,363891313,341699895.1,193843915.6,130763065.5,227970275.3,140695877.3,209827373.8,859518022.4,156346101.9,93481560,187090347.5,162437889,240670746.8,246530709,135155533,104496652.3,99287012.04,232419536.6,259236217.2,235196058.3,226970663.6,287591687.4,334850110,10656771691
3/29/19,895667436,140412211.8,130034062,27601513.28,116723712,876129000,119034850.7,265938547.7,77980321.07,181072258.6,75710122.96,106538936.5,122103270,237665491.7,234049760.3,94485921.88,199589859.6,211828138.6,240414900,67724272.93,372228897.9,331451517.7,200334044.5,134407873.4,238802337.1,145333698.3,214680067.4,904128040,155885179.5,108813360,183562196.3,172060200,235785158.4,260289399,137516720.1,109215374.9,99578409.93,237255613.1,273360145.6,244206900,219467120.6,279880280.5,342349600,11038043111
4/30/19,923297720.3,139744753.2,141139826.8,29884608,109373723.5,948487444.6,126037366.4,290760847.7,79730951.92,197162474.9,71336709.12,108030499.2,128108715.6,241312350,228703734.7,94818298.96,246220148.4,224628341.7,228506080,65085547.58,375983406.4,376914733.3,209295601.9,121232255.8,256747314.9,150843509.6,203313833.3,1000764031,162007498.8,110229000,189098795.8,179503307.1,225458801.1,267086978.4,134670307.7,110970566.7,110548813,221939742.2,285941796.8,236521083.3,218421079,294855135,339664680,11485088477
5/31/19,805510200.3,134307099.5,131731355.7,29646656,101676331.2,873923763.2,100171341.4,252918199.8,68516463.56,185703227,66635176.96,105364648.6,117308379.9,222726538,216874231.2,94510447.34,237632256,208889297.1,197167080,63475648.55,348210594.4,343731379.1,209594230,112558146.1,253970194.4,151390248.1,203937551.2,947737330.2,150088881.6,82495140,172933292.4,179433216,230510943.6,258132240.3,119999085.4,106786927.4,97864267.86,229792937.4,280550934,224775675.5,199413998.9,290841160,299434522.4,10710799040
6/28/19,896853698.4,148367622.1,143034601.4,32981820,110954988,935453220,114589581.6,275737887,77940980.04,191762673.5,68940736,116218641.1,117825021.1,234284517.1,237047249.3,102321287.3,251309968.4,228826479.4,212064100,67747973.19,369796199.7,362676181.4,217230575.8,107558366.5,267138794.9,158560039,215883899.4,1023856280,160825552.2,100016070,190041608.4,183450870,240504192.6,275038384.5,122177209.6,117466420.1,107250679.4,231893195.4,301801367.4,236272940.9,212672310.8,315418233.8,324228733.2,11451412230
7/31/19,962766107.2,153940365.8,145078299.5,33054875.7,111892212.6,923413927.7,115437479.3,285578674.7,75298912.92,195799305,65587189.36,121219042.1,120336651,235425679.4,234513716.3,100790204,257374954,235120115.3,223936500,72150515.8,343672196.5,376300868,225047301,105772037.5,273117032,160896520.3,213669705.6,1040477184,141416326.7,102750480,187806609.7,178700107.7,215632106.2,294875724,130083782.4,111066724.1,116711836.2,236644910.4,307400838,228580525.9,213952836,315104214.4,314624149.8,11580760036
8/30/19,943333633.2,150794397.4,137959752.5,34140421.7,125109622.6,878652506.2,112115091.4,256071360.5,66948091,200743044.7,57927209.56,129583865,136873390,198722024.9,223481767,101930819.1,247257281.5,249596320.2,210026300,74994938.64,338763347.8,351275702.1,235352526.1,109064966,282245342.1,165536008.7,221395626.3,1052617485,128614031.3,102013590,173662737.1,191171784.1,196628756.4,300891565.6,112160505.6,114960640.6,115535475,221757354,312270896.2,240549760,205192403,326180535.7,289746138.9,11366852862
9/30/19,995151566.9,147878190.7,133726823.8,32294860,115370662,859275450,109508963,271523140.2,71060616.59,204654454.5,63255891.16,126660358.8,130181880,209759778.9,225152374.8,103609460.2,234755711.3,254097399.1,224155500,69164079.56,341455297.1,376312009.7,232786909.9,107964372.4,272414854.3,163060221.2,215532367.5,1061355020,117284732.6,106008630,180636910.5,191177038.5,198730554.6,311277492.5,118134931.2,116646644.5,120862404.7,205950034.9,297056281.7,249648960,222244037.1,337559625.1,298758394.7,11478825074
10/31/19,1105306601,147860606.2,134540076.5,37785398.04,126709738,880862698,116165102.4,281276995.9,76156272.4,203474104.9,60569248.8,130626491.3,137241730,201489910,220482266.5,98993487.42,234035159.7,256900990.7,245905500,67041412.5,347512378.9,399429826.2,233204845.1,109406927.5,276103857.7,149382634.8,221882097.5,1093741916,125957719.9,123024240,178864351.3,191274649,212226311.8,310504532.1,126710460,120935742.5,110294102.3,239478988.7,308886033.1,250090858.5,220413633,333520741.8,285895832.4,11852140172
11/29/19,1187462571,151114565.2,149298390.7,43598536.2,139466868.5,892831237.6,125785808.3,299716965.2,79986192.34,200432434.9,65770303.86,132449462.2,142854530,192216936.5,221477837.4,104854660.4,273207488.8,240539143.8,252517500,67390879.23,361856081.3,413263263.6,228791819.4,112671372.9,291484521.3,146461526.6,221958885.1,1154848652,137900059.7,132644880,184280504.4,189406106.1,213174379.4,304394692.7,129028713.8,125891124.5,112369302.8,265153036.1,316006033.3,249139628.2,230330891.1,338725781.6,288265251.8,12287061471
12/31/19,1287643210,153608088.2,159080225.6,53656200,142568798,920224320,125710227.8,316807668.5,81616533.44,204325242.3,71355403.07,129841511.4,144261680,203458933.5,227868984.7,110241767.9,260680822.7,238215673.8,256756500,68182212.51,383911168.6,437226009,237146576.9,126190017.3,297828296.9,148818707.7,231557244.8,1200254700,141984781,144003600,169941244,190107970,216826900,311477118.8,132389403.8,130269946.2,119570385.3,278521061.7,321654360.2,253937137.6,227539514.2,337169877,295246576.7,12706404224
1/31/20,1354254815,154103255.8,169295479.3,54974114,127771970,999960903.2,121758840,290090771.7,72591628.3,196237652.1,65210696.67,134965904.2,161708970,194958770,202588026.1,111885085,249685372.3,248818551.1,273428610,73035905.82,391806784.6,415145154.6,249952000,134072692.8,314676240,161139309.2,217528873,1294777381,151427907.6,144695160,168241190.1,197549820,206090703.3,307743232.9,128670862.5,125586371.3,112449660.8,258123216.8,339447595.3,245843840,194068736,324828165.8,263016080,12866418174
2/28/20,1196081213,135837244,166692960,53196227.76,117802152.1,937836240,108991022.4,248763105,68342311.92,183697343.7,52348411.44,124157609.1,151144800,169338338.4,175416195.5,100661945.5,212409898.4,237626625,237459040,69251000.65,354317280.1,356919469.5,229486863.2,120628461.7,288590060.3,144743444,194176754.6,1232255674,161932947.2,165282840,158650319.5,183461626.4,185402095.4,279616163.2,127382515.4,115979182.4,106570805.9,241848172.1,310086922.2,223998394.2,167480384,305507004,217703905,11836162353
